run_id,phase,condition,question_id,prose_support_category,task_interpretation_0_2,method_evidence_0_2,explanation_alignment_0_2,prose_rationale,flagged_excerpt,reasoning_rationale,kind,reasoning_total,prose_unsupported,prose_ambiguous,prose_flagged,eligible_tool_calls,all_calls_suitable
main_verified_Q04_regions_r4,main,verified,Q04_regions,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,Sums the three named regional sales measures by Genre. Full category results support each regional maximum and the requested grouped bar chart.,answerable,6,False,False,False,2,True
main_verified_Q04_regions_r5,main,verified,Q04_regions,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,Sums the three named regional sales measures by Genre. Full category results support each regional maximum and the requested grouped bar chart.,answerable,6,False,False,False,2,True
main_verified_Q05_filtered_r1,main,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
main_verified_Q05_filtered_r2,main,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
main_verified_Q05_filtered_r3,main,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
main_verified_Q05_filtered_r4,main,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
main_verified_Q05_filtered_r5,main,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
main_verified_Q06_publishers_r1,main,verified,Q06_publishers,1,2,2,1,The answer concerns recorded sales for a release cohort; this phrase can be read as sales transacted during those years.,in this period,"Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting.",answerable,5,False,True,True,2,True
main_verified_Q06_publishers_r2,main,verified,Q06_publishers,1,2,2,1,The answer concerns recorded sales for a release cohort; this phrase can be read as sales transacted during those years.,in this period,"Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting.",answerable,5,False,True,True,2,True
main_verified_Q06_publishers_r3,main,verified,Q06_publishers,1,2,2,1,The answer concerns recorded sales for a release cohort; this phrase can be read as sales transacted during those years.,in this period,"Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting.",answerable,5,False,True,True,2,True
main_verified_Q06_publishers_r4,main,verified,Q06_publishers,1,2,2,1,The answer concerns recorded sales for a release cohort; this phrase can be read as sales transacted during those years.,in this period,"Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting.",answerable,5,False,True,True,2,True
main_verified_Q06_publishers_r5,main,verified,Q06_publishers,1,2,2,1,The answer concerns recorded sales for a release cohort; this phrase can be read as sales transacted during those years.,in this period,"Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting.",answerable,5,False,True,True,2,True
recovery_baseline_Q02_top_games_r1,recovery,baseline,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_baseline_Q02_top_games_r2,recovery,baseline,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_baseline_Q02_top_games_r3,recovery,baseline,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_baseline_Q05_filtered_r1,recovery,baseline,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_baseline_Q05_filtered_r2,recovery,baseline,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_baseline_Q05_filtered_r3,recovery,baseline,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_prompt_Q02_top_games_r1,recovery,prompt,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_prompt_Q02_top_games_r2,recovery,prompt,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_prompt_Q02_top_games_r3,recovery,prompt,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_prompt_Q05_filtered_r1,recovery,prompt,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_prompt_Q05_filtered_r2,recovery,prompt,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_prompt_Q05_filtered_r3,recovery,prompt,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_verified_Q02_top_games_r1,recovery,verified,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_verified_Q02_top_games_r2,recovery,verified,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_verified_Q02_top_games_r3,recovery,verified,Q02_top_games,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt.",answerable,6,False,False,False,2,True
recovery_verified_Q05_filtered_r1,recovery,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_verified_Q05_filtered_r2,recovery,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
recovery_verified_Q05_filtered_r3,recovery,verified,Q05_filtered,0,2,2,2,"No unsupported factual assertion or unresolved scope ambiguity identified against the question, CSV and receipts.",,"Uses Nintendo and DS equality filters with inclusive 2005–2010 bounds, a row count and a Global_Sales sum.",answerable,6,False,False,False,2,True
