run_id,phase,condition,question_id,kind,replication,status,valid_contract,accuracy,completeness,factual_error,task_success,unsupported_structured_claim,false_refusal,chart_requested,chart_returned,chart_correct,evidence_valid,validator_repairs,validator_blocked,first_candidate_evidence_valid,tool_selection_policy_met,tool_calls,noninjected_tool_calls,successful_noninjected_calls,failed_tool_calls,failure_injected,recovered_after_injection,observable_method_description_present,operational_failure,latency_s,cost_usd,input_tokens,output_tokens,values_json,evidence_issues
recovery_baseline_Q05_filtered_r1,recovery,baseline,Q05_filtered,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,10.623100291995797,0.0020504000000000004,4246,412,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_prompt_Q05_filtered_r1,recovery,prompt,Q05_filtered,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,9.111017583985813,0.0022632000000000004,4866,414,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_verified_Q05_filtered_r1,recovery,verified,Q05_filtered,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,12.28104766603792,0.0022600000000000003,4866,412,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_baseline_Q02_top_games_r1,recovery,baseline,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,15.211766250024084,0.0020652,4339,398,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_prompt_Q02_top_games_r1,recovery,prompt,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,8.324795499967877,0.0023188,4961,425,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_verified_Q02_top_games_r1,recovery,verified,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,10.295195541984867,0.0022516000000000003,4961,383,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_baseline_Q05_filtered_r2,recovery,baseline,Q05_filtered,answerable,2,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,11.388571290997788,0.002046,4235,412,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_prompt_Q05_filtered_r2,recovery,prompt,Q05_filtered,answerable,2,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,9.817119667015504,0.002268,4866,417,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_verified_Q05_filtered_r2,recovery,verified,Q05_filtered,answerable,2,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,10.499646749987733,0.0022604,4855,415,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_baseline_Q02_top_games_r2,recovery,baseline,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,14.10131137497956,0.0023496000000000003,4342,383,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_verified_Q02_top_games_r2,recovery,verified,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,10.945663542021066,0.0022916,4961,408,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_prompt_Q02_top_games_r2,recovery,prompt,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,11.130060209019575,0.0023228,4959,428,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_baseline_Q02_top_games_r3,recovery,baseline,Q02_top_games,answerable,3,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,14.061767457984388,0.0020696,4342,400,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_verified_Q02_top_games_r3,recovery,verified,Q02_top_games,answerable,3,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,9.476279375026934,0.0022472000000000004,4958,381,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_prompt_Q02_top_games_r3,recovery,prompt,Q02_top_games,answerable,3,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,2,2,1,True,True,True,False,13.627066375047434,0.0022804,4961,401,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
recovery_baseline_Q05_filtered_r3,recovery,baseline,Q05_filtered,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,9.274043165962212,0.002046,4235,412,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_prompt_Q05_filtered_r3,recovery,prompt,Q05_filtered,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,10.742230458010454,0.002268,4866,417,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
recovery_verified_Q05_filtered_r3,recovery,verified,Q05_filtered,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,2,2,1,True,True,True,False,10.09042625001166,0.0022556000000000004,4855,412,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
